,Report Number,Report Class,year,season,month,date,state,county
4810,37101,A,2002,Summer,June,11/07/2012,Washington,Snohomish County
4811,36647,B,2012,Summer,August,,Washington,Snohomish County
4812,36318,B,2012,Summer,August,"17th ,23",Washington,Snohomish County
4813,35706,A,2011,Summer,September,1st,Washington,Snohomish County
4814,29170,B,2011,Spring,April,04/26/11,Washington,Snohomish County
4815,37885,A,2010,Spring,June,10,Washington,Snohomish County
4816,30670,B,2009,Summer,July,N/A,Washington,Snohomish County
4817,38046,B,2008,Fall,September,13,Washington,Snohomish County
4818,25882,B,2008,Summer,August,,Washington,Snohomish County
4819,23017,B,2008,Winter,January,21,Washington,Snohomish County
4821,16276,B,2006,Fall,October,13,Washington,Snohomish County
4823,12929,B,1993,Summer,July,23,Washington,Snohomish County
4824,10397,A,1977,Summer,August,Unknown,Washington,Snohomish County
4825,23170,B,2005,Spring,March,12,Washington,Snohomish County
4826,9128,B,1983,Fall,September,15,Washington,Snohomish County
4827,8597,A,1987,Winter,March,12,Washington,Snohomish County
4829,6527,B,2003,Summer,June,6/21/03,Washington,Snohomish County
4830,26353,B,2002,Spring,,,Washington,Snohomish County
4831,3585,B,2001,Summer,August,,Washington,Snohomish County
4832,1529,A,2000,Fall,September,9/20/2000,Washington,Snohomish County
4834,17220,B,2000,Summer,August,,Washington,Snohomish County
4835,1674,A,2000,Winter,February,6,Washington,Snohomish County
4836,391,B,1999,Spring,,,Washington,Snohomish County
4837,1669,B,1998,Summer,August,,Washington,Snohomish County
4838,7229,A,1994,Spring,April,,Washington,Snohomish County
4839,1077,A,1995,Spring,April,17,Washington,Snohomish County
4840,44368,A,1989,Spring,,06/01/1989,Washington,Snohomish County
4841,1673,A,1988,Unknown,July,,Washington,Snohomish County
4842,42736,A,1986,Fall,,10/17/1986,Washington,Snohomish County
4843,1672,A,1980,Unknown,June,28,Washington,Snohomish County
4844,2047,A,1980,Spring,May,24,Washington,Snohomish County
4845,1671,A,1980,Unknown,January,11,Washington,Snohomish County
4846,1880,A,1977,Winter,December,29,Washington,Snohomish County
4847,1722,A,1975,Spring,May,25,Washington,Snohomish County
4848,1721,B,1975,Spring,April,16,Washington,Snohomish County
4849,43911,B,1974,Fall,August,9/15/1974,Washington,Snohomish County
4850,967,B,1974,Summer,July,Weekend,Washington,Snohomish County
4851,4323,B,1973,Fall,October,20,Washington,Snohomish County
4852,39858,B,1971,Fall,October,dont remember,Washington,Snohomish County
4853,1670,A,1958,Unknown,,,Washington,Snohomish County
4854,67585,B,2020,Winter,December,,Washington,Spokane County
4855,66003,B,2020,Summer,September,02,Washington,Spokane County
4856,56332,B,2017,Winter,January,8,Washington,Spokane County
4857,47470,B,2010,Fall,September,,Washington,Spokane County
4858,10354,A,1985,Summer,,,Washington,Spokane County
4859,1691,B,1961,Winter,December,Christmas Vacation,Washington,Spokane County
4860,71773,A,2021,Fall,October,22,Washington,Stevens County
4861,67619,B,2020,Fall,October,17th,Washington,Stevens County
4862,58220,B,2017,Fall,September,3rd,Washington,Stevens County
4863,58779,A,2016,Summer,May,,Washington,Stevens County
4864,50039,B,2015,Fall,September,5,Washington,Stevens County
4865,49664,A,2015,Summer,August,"30, 31, 1",Washington,Stevens County
4866,51816,B,2013,Fall,October,,Washington,Stevens County
4867,60969,B,2013,Summer,July,,Washington,Stevens County
4868,3673,B,2001,Fall,September,10th,Washington,Stevens County
4869,50212,B,2004,Fall,October,10/15/2004,Washington,Stevens County
4870,898,A,1984,Summer,July,8,Washington,Stevens County
4871,1113,A,1981,Summer,July,2,Washington,Stevens County
4872,77171,A,2024,Spring,April,15,Washington,Thurston County
4873,76933,A,2024,Winter,February,4,Washington,Thurston County
4874,57743,B,2017,Summer,June,3,Washington,Thurston County
4875,34710,A,2012,Spring,March,20,Washington,Thurston County
4876,77110,B,2011,Fall,October,06,Washington,Thurston County
4877,28856,B,2011,Winter,February,2/4/2011,Washington,Thurston County
4878,11137,B,2005,Spring,April,,Washington,Thurston County
4879,3281,A,1979,Spring,April,Unknown,Washington,Thurston County
4880,1587,A,1990,Spring,May,,Washington,Thurston County
4881,20435,B,1987,Summer,July,n/a,Washington,Thurston County
4882,1585,B,1985,Summer,July,,Washington,Thurston County
4883,1683,A,1984,Spring,May,,Washington,Thurston County
4884,1681,B,1981,Fall,,,Washington,Thurston County
4885,1682,A,1977,Summer,July,,Washington,Thurston County
4886,1680,B,1973,Summer,August,,Washington,Thurston County
4887,1596,A,1967,Summer,August,,Washington,Thurston County
4888,6232,A,2003,Spring,April,24,Washington,Wahkiakum County
4889,6425,A,1978,Fall,November,11,Washington,Wahkiakum County
4890,7406,A,2003,Fall,November,4,Washington,Walla Walla County
4891,2195,A,2001,Spring,March,11,Washington,Walla Walla County
4892,2196,A,2001,Spring,March,8,Washington,Walla Walla County
4893,1263,B,2000,Winter,December,12/15/2000,Washington,Walla Walla County
4894,1917,B,2000,Winter,January,1/2/00,Washington,Walla Walla County
4895,62354,A,2018,Summer,September,2nd weekend,Washington,Whatcom County
4896,65641,B,2018,Summer,August,19,Washington,Whatcom County
4897,63451,A,2017,Winter,January,21,Washington,Whatcom County
4898,47161,B,2014,Summer,June,14,Washington,Whatcom County
4899,17539,B,2007,Winter,February,"2, 3. 4",Washington,Whatcom County
4900,12997,B,2005,Summer,July,,Washington,Whatcom County
4901,6864,B,2003,Summer,August,August 15 & 16,Washington,Whatcom County
4902,10948,B,2003,Summer,July,,Washington,Whatcom County
4903,5771,A,1972,Summer,August,,Washington,Whatcom County
4904,4808,A,2002,Summer,August,4th,Washington,Whatcom County
4905,3107,A,2001,Fall,September,9,Washington,Whatcom County
4906,33908,A,1995,Summer,July,around the 5th,Washington,Whatcom County
4907,10258,B,1987,Fall,,,Washington,Whatcom County
4908,3518,A,1984,Fall,October,20,Washington,Whatcom County
4909,4392,B,1982,Summer,July,11,Washington,Whatcom County
4911,1749,A,1977,Summer,August,,Washington,Whatcom County
4912,1684,B,1976,Summer,June,,Washington,Whatcom County
4913,63077,B,2019,Summer,June,22,Washington,Yakima County
4914,62332,B,2018,Winter,,12/31/18,Washington,Yakima County
4915,46546,B,2014,Summer,September,"September 14,15",Washington,Yakima County
4916,45360,B,2014,Spring,June,June 8,Washington,Yakima County
4917,30526,B,2011,Summer,August,21st,Washington,Yakima County
4919,25999,B,2008,Fall,October,5 th,Washington,Yakima County
4920,26065,A,2007,Summer,August,18,Washington,Yakima County
4921,11702,B,2001,Summer,August,8,Washington,Yakima County
4922,7117,A,2003,Fall,September,5th,Washington,Yakima County
4923,6347,A,1965,Summer,August,,Washington,Yakima County
4924,3759,B,2001,Fall,October,29,Washington,Yakima County
4925,3038,A,2001,Summer,June,June 11,Washington,Yakima County
4926,1438,B,2000,Winter,October,28,Washington,Yakima County
4927,2268,B,2000,Summer,July,25,Washington,Yakima County
4928,382,B,2000,Summer,July,21,Washington,Yakima County
4929,1462,B,2000,Summer,June,13,Washington,Yakima County
4930,1690,B,1996,Fall,November,First week,Washington,Yakima County
4931,1686,A,1996,Summer,August,,Washington,Yakima County
4932,1689,A,1941,Fall,,,Washington,Yakima County
4933,43211,B,2000,Summer,June,10,Wisconsin,Adams County
4934,19917,B,1978,Fall,October,6/27/2007,Wisconsin,Ashland County
4935,58819,A,2011,Fall,September,23,Wisconsin,Barron County
4936,1105,A,1997,Fall,November,7,Wisconsin,Barron County
4937,1432,B,1976,Summer,July,7/10/76,Wisconsin,Barron County
4938,49019,A,1975,Summer,July,unknown,Wisconsin,Barron County
4939,44042,A,2013,Fall,October,10/1/2013,Wisconsin,Bayfield County
4940,24508,B,2003,Summer,June,June 2003,Wisconsin,Bayfield County
4941,48359,B,2008,Spring,May,near the end of,Wisconsin,Bayfield County
4942,46742,B,2007,Fall,October,30,Wisconsin,Bayfield County
4943,11026,B,2004,Fall,November,16,Wisconsin,Bayfield County
4944,4789,B,2002,Summer,June,1,Wisconsin,Burnett County
4945,8435,B,1985,Fall,October,,Wisconsin,Burnett County
4946,39095,B,2012,Fall,November,13,Wisconsin,Calumet County
4947,14987,B,2004,Spring,April,unknown,Wisconsin,Clark County
4948,2215,A,2000,Spring,March,28,Wisconsin,Clark County
4949,43915,B,2012,Winter,November,21st,Wisconsin,Crawford County
4950,50982,A,2016,Winter,,January 18,Wisconsin,Dane County
4951,40718,B,2011,Fall,October,28,Wisconsin,Dane County
4952,41734,B,1989,Fall,September,30,Wisconsin,Dane County
4953,43648,B,1975,Fall,November,1975,Wisconsin,Dodge County
4954,23496,B,2003,Spring,April,15,Wisconsin,Door County
4955,29294,A,2006,Summer,July,27,Wisconsin,Dunn County
4956,28065,B,2008,Fall,November,26,Wisconsin,Florence County
4957,5244,A,1983,Summer,July,?,Wisconsin,Forest County
4958,43122,B,2013,Fall,November,27,Wisconsin,Iowa County
4959,38005,B,2012,Fall,November,2,Wisconsin,Iowa County
4960,43742,B,2012,Fall,,,Wisconsin,Iowa County
4961,4761,B,1994,Fall,October,15 October 94,Wisconsin,Iowa County
4962,61147,B,2017,Summer,September,3,Wisconsin,Iron County
4963,75800,B,2023,Spring,April,26,Wisconsin,Jackson County
4964,10446,A,2005,Winter,January,,Wisconsin,Jackson County
4965,3044,C,1996,Unknown,,,Wisconsin,La Crosse County
4967,50837,A,2016,Winter,January,12th,Wisconsin,Langlade County
4968,7232,A,1979,Summer,May,21,Wisconsin,Langlade County
4969,3005,A,1979,Unknown,,,Wisconsin,Lincoln County
4971,15050,A,2001,Summer,June,during week,Wisconsin,Marathon County
4972,59799,B,2018,Summer,July,2,Wisconsin,Marinette County
4973,51419,A,2014,Fall,November,11/19/2014,Wisconsin,Marinette County
4974,41062,A,2013,Spring,April,28,Wisconsin,Marinette County
4975,51317,A,2004,Summer,June,20,Wisconsin,Marinette County
4976,2797,B,1999,Winter,February,Mid to late in the month,Wisconsin,Marinette County
4977,2804,A,1992,Fall,November,,Wisconsin,Marinette County
4978,28993,B,1981,Spring,April,15,Wisconsin,Marinette County
4979,48085,A,1979,Fall,October,20,Wisconsin,Marinette County
4980,27630,A,1979,Fall,August,August 1979,Wisconsin,Marinette County
4981,27429,B,2010,Spring,March,Wednesday,Wisconsin,Marquette County
4982,25082,B,1967,Summer,August,15,Wisconsin,Menominee County
4983,36381,B,2012,Summer,September,09-1-12,Wisconsin,Milwaukee County
4984,39314,B,1976,Summer,July,7/15/1976,Wisconsin,Milwaukee County
4985,75925,B,2023,Spring,May,28,Wisconsin,Oconto County
4986,63091,A,2019,Summer,July,9,Wisconsin,Oneida County
4987,32402,B,2011,Fall,November,5,Wisconsin,Oneida County
4988,5516,B,2001,Summer,July,between 7th-15th,Wisconsin,Oneida County
4989,38361,B,1999,Fall,November,21st,Wisconsin,Oneida County
4990,2792,A,1984,Summer,,,Wisconsin,Oneida County
4991,25470,A,1965,Summer,August,don't remmember,Wisconsin,Oneida County
4992,23961,A,2007,Summer,September,15,Wisconsin,Ozaukee County
4993,45418,B,2014,Summer,June,"Friday, June 13th",Wisconsin,Polk County
4994,59659,B,2018,Summer,June,30,Wisconsin,Price County
4995,41657,A,2013,Summer,July,12,Wisconsin,Price County
4996,24265,A,2008,Summer,July,12th,Wisconsin,Price County
4997,9980,B,2004,Winter,December,9,Wisconsin,Price County
4998,8121,A,2003,Fall,September,15,Wisconsin,Price County
4999,5507,A,2002,Fall,November,24,Wisconsin,Price County
5000,72269,A,2002,Spring,,April 21,Wisconsin,Price County
5001,2863,A,1997,Fall,November,29,Wisconsin,Price County
5002,75457,B,2022,Fall,September,17,Wisconsin,Sawyer County
5003,63355,B,2019,Summer,June,8,Wisconsin,Sawyer County
5004,59421,B,2018,Spring,May,Sunday,Wisconsin,Sawyer County
5005,23691,A,1981,Summer,July,4/28/2008,Wisconsin,Sawyer County
5006,135,A,1981,Summer,August,8/15/81,Wisconsin,Shawano County
5007,8502,A,1995,Spring,April,,Wisconsin,St. Croix County
5008,16870,A,1997,Fall,August,12/06/2006,Wisconsin,Trempealeau County
5009,71733,B,2021,Fall,October,10/17/21,Wisconsin,Vilas County
5010,43295,B,2013,Fall,December,15,Wisconsin,Vilas County
5011,41514,B,2013,Summer,June,26,Wisconsin,Vilas County
5012,34344,B,2012,Winter,February,25,Wisconsin,Vilas County
5013,9717,B,2001,Fall,October,,Wisconsin,Vilas County
5014,10609,B,1991,Summer,July,20,Wisconsin,Vilas County
5015,69467,A,2021,Summer,July,18,Wisconsin,Washington County
5016,59229,B,2018,Spring,March,25th,Wisconsin,Washington County
5017,16564,B,2006,Fall,November,11-09-06,Wisconsin,Washington County
5018,28008,B,2010,Summer,July,5,Wisconsin,Waukesha County
5020,38662,B,2012,Winter,December,19,Wisconsin,Wood County
5021,34240,B,2012,Winter,February,18,Wisconsin,Wood County
5022,16529,A,2006,Spring,March,18th,West Virginia,Barbour County
5023,13141,B,2005,Summer,September,May 30 & Oct 1-19,West Virginia,Barbour County
5024,47225,B,2014,Fall,November,11/12/2014,West Virginia,Berkeley County
5026,15355,A,2006,Summer,July,29,West Virginia,Boone County
5028,2786,B,2001,Summer,June,,West Virginia,Cabell County
5029,1200,B,1980,Summer,,,West Virginia,Cabell County
5031,15250,B,2006,Summer,July,16,West Virginia,Calhoun County
5032,43193,B,2013,Fall,September,11/30/2013,West Virginia,Fayette County
5033,34043,A,2007,Winter,November,Day before Thanksgiving,West Virginia,Fayette County
5035,46528,A,2014,Fall,September,15,West Virginia,Greenbrier County
5036,30028,A,2010,Fall,October,10/2011,West Virginia,Greenbrier County
5037,28702,A,2011,Winter,January,5th,West Virginia,Greenbrier County
5038,25989,A,2009,Spring,May,15,West Virginia,Greenbrier County
5039,23762,A,2008,Winter,,Tuesday,West Virginia,Greenbrier County
5040,19206,A,1994,Fall,October,15,West Virginia,Greenbrier County
5041,16204,A,2006,Fall,October,8th,West Virginia,Hampshire County
5042,26963,A,1974,Spring,,5/01/1974,West Virginia,Harrison County
5044,10945,A,2005,Spring,March,3/13/2005,West Virginia,Jackson County
5045,31404,A,2009,Fall,November,11/28/09,West Virginia,Kanawha County
5047,70692,A,2008,Spring,May,12,West Virginia,Lincoln County
5048,16228,B,1990,Summer,August,10,West Virginia,Logan County
5049,1202,A,1999,Spring,April,"20, 21 and 23.",West Virginia,Marion County
5051,7241,B,2001,Winter,January,20,West Virginia,Mason County
5052,63863,A,2009,Fall,October,,West Virginia,McDowell County
5053,26354,B,2009,Summer,July,23rd,West Virginia,McDowell County
5054,1203,B,1998,Summer,August,,West Virginia,McDowell County
5055,24421,A,1969,Fall,August,,West Virginia,McDowell County
5056,16890,A,2006,Summer,July,July-August,West Virginia,Mercer County
5057,24061,A,1979,Summer,August,10,West Virginia,Mercer County
5058,46665,B,2014,Fall,October,1st,West Virginia,Mineral County
5059,23437,A,2004,Fall,November,,West Virginia,Mineral County
5060,21894,A,2003,Fall,November,27,West Virginia,Mineral County
5062,20863,A,2007,Summer,August,12,West Virginia,Monroe County
5063,50469,A,2015,Fall,November,24th,West Virginia,Nicholas County
5064,51471,A,2015,Fall,November,21,West Virginia,Nicholas County
